id1,id2
562,5130
595,9225
597,1899
542,598
599,743
599,636
636,743
600,662
601,5355
602,2353
602,2323
2323,2353
603,4761
604,646
646,810
605,6563
607,1030
1030,5230
609,6540
610,1031
613,911
546,614
615,4775
615,3865
3865,4775
616,5323
617,7233
703,7233
961,7233
617,6501
703,6501
961,6501
6501,7233
619,682
619,5760
682,5760
620,6965
6965,7229
620,6556
6556,6965
6556,7229
620,6568
6556,6568
6568,6965
6568,7229
625,5325
628,5196
629,857
630,5183
632,5343
634,9462
634,9382
9382,9462
638,5220
639,8874
8874,10076
8874,11156
639,8722
8722,8874
8722,10076
8722,11156
640,1562
642,5087
5087,5162
642,912
912,5087
912,5162
643,932
932,978
643,5260
932,5260
978,5260
644,10055
645,11484
654,13122
659,9543
659,7564
7564,9543
660,6552
608,661
608,941
664,5320
666,812
812,5252
670,854
670,741
741,854
496,670
496,741
496,854
671,836
671,9600
836,9600
516,675
677,5189
548,683
548,991
684,6623
685,10165
685,10488
10165,10488
687,6554
5802,6554
6554,13107
688,716
606,688
606,716
689,10903
689,10430
10430,10903
690,868
691,9220
692,828
692,698
698,828
696,5140
697,4059
699,5336
5336,7188
699,13964
5336,13964
7188,13964
702,5216
617,703
617,961
704,5090
705,5155
705,713
713,5155
705,5314
713,5314
5155,5314
706,8032
707,11132
708,13766
13766,13775
710,13849
5233,13849
11932,13849
454,711
712,5282
714,1955
715,1423
715,1512
1423,1512
715,1217
1217,1423
1217,1512
715,1443
1217,1443
1423,1443
1443,1512
717,5316
719,5366
5286,5366
721,3574
722,5232
722,7735
5232,7735
724,5102
725,9645
726,985
727,918
728,919
729,5258
731,6577
732,6580
735,5225
738,6502
6426,6502
739,834
736,739
736,834
744,5187
744,969
969,5187
744,5261
969,5261
5187,5261
587,745
747,13683
749,3567
3567,5752
750,1004
752,4127
756,6686
759,2074
759,1133
1133,2074
760,796
760,5279
796,5279
761,10996
763,9262
763,824
824,9262
765,11128
768,13464
769,2092
770,5161
772,13986
773,5193
775,4867
775,5221
4867,5221
776,6566
873,6566
5151,6566
778,994
779,5268
780,5095
783,11113
784,6002
792,1886
792,2203
1886,2203
792,4317
1886,4317
2203,4317
793,9814
5966,9814
795,9267
9267,9638
9267,11450
797,930
798,8225
801,7125
802,871
802,838
838,871
803,6646
805,898
898,10535
513,806
809,11506
809,13703
11506,13703
809,11503
11503,11506
11503,13703
604,810
814,5182
815,5290
815,5247
5247,5290
817,7357
819,5283
5283,5338
820,5262
822,9391
826,6548
827,890
829,842
830,5344
832,11478
835,6663
908,6663
837,6581
840,5301
848,11485
849,11494
850,6555
586,851
701,856
858,5288
859,5359
860,5364
5364,13115
862,2078
2078,2282
852,863
864,13803
864,1072
1072,13803
864,1132
1072,1132
1132,13803
865,11138
866,943
943,5318
866,937
937,943
937,5318
845,869
870,5786
872,4022
4022,12359
776,873
776,5151
877,1081
878,5276
879,5347
5253,5347
880,12186
881,5197
887,5267
891,1002
883,891
883,1002
895,6562
896,12384
901,1076
902,7512
7512,7732
903,938
938,999
894,903
894,938
894,999
904,6660
905,5235
906,10037
835,908
909,12695
909,13468
12695,13468
910,11087
913,9943
914,13811
916,1137
1070,1137
917,1010
922,4430
922,9548
4430,9548
923,6140
853,924
777,925
929,6536
933,5137
936,5310
5310,5353
655,936
655,5310
655,5353
940,11483
661,941
742,945
946,9198
9198,9601
948,13685
949,5129
951,3287
674,952
674,976
656,953
954,5098
955,6531
584,955
584,6531
957,5270
703,961
962,5185
965,11470
5273,11470
6637,11470
968,7231
970,10763
971,9855
7958,9855
972,6431
974,996
974,8056
996,8056
974,8067
996,8067
8056,8067
975,5271
5248,5271
952,976
841,977
643,978
979,13833
979,1588
1588,13833
980,6428
1092,6428
981,5302
981,5351
5302,5351
987,5202
988,5206
988,6432
5206,6432
989,8099
683,991
993,6572
657,995
997,11722
903,999
1006,4851
1007,6579
1008,13510
1009,5735
1000,1011
1000,9236
1015,5308
1016,1990
1017,2004
1019,13675
1021,6659
1085,6659
1021,1621
1085,1621
1621,6659
1022,1981
1026,6640
1028,13567
1032,1943
1943,1971
1943,12104
1034,1974
1974,5759
1974,6453
1037,12242
1969,12242
4223,12242
1039,2392
1044,1068
1046,2281
2268,2281
2281,2305
1047,1988
1141,1988
1050,7629
1054,1613
1613,2267
1056,7992
1057,1099
1057,1142
1099,1142
1059,6648
1059,6649
6648,6649
1059,1139
1139,6648
1139,6649
1060,2020
1062,1065
1067,1594
1042,1069
1042,1628
916,1070
990,1073
1075,1088
1077,2066
1078,2008
1079,13759
1080,13790
1082,6662
1083,11302
10889,11302
1083,10945
10889,10945
10945,11302
1084,6467
1021,1085
1086,11082
1087,3607
1087,10500
3607,10500
1090,4742
1090,4815
4742,4815
1090,14077
4742,14077
4815,14077
1091,13744
980,1092
1093,1907
1095,8107
1096,6630
1098,1568
1100,3438
1101,1642
1102,5782
1129,5782
1104,2016
1109,6665
1110,9368
4413,9368
9368,10013
9368,12920
1112,1620
1112,1567
1567,1620
1040,1112
1040,1567
1040,1620
1113,6403
1603,6403
1115,6632
6624,6632
6632,6653
1115,1559
1559,6624
1559,6632
1559,6653
1115,1135
1135,1559
1135,6624
1135,6632
1135,6653
1116,2053
1984,2053
1993,2053
2053,2072
1118,6626
1122,1579
1125,11078
1126,11064
1127,13856
1102,1129
1130,6625
1049,1130
1049,6625
1131,11067
1131,11076
11067,11076
1134,1565
1138,1911
867,1140
1047,1141
1136,1143
1136,10527
1145,7742
1146,6855
1148,11573
1149,11624
1153,3493
1154,13522
1154,12997
12997,13522
1155,10970
10924,10970
1156,11805
4743,11805
4928,11805
1156,6801
4743,6801
4928,6801
6801,11805
1156,9174
4743,9174
4928,9174
6801,9174
9174,11805
1159,8051
8051,13509
1161,8252
1161,8227
8227,8252
1161,7319
7319,8227
7319,8252
1164,11256
11256,11263
1165,2273
1165,7591
2273,7591
1166,11059
1167,7723
1168,10982
1169,6842
1170,1444
1384,1444
1444,10960
1171,11048
1172,10863
1172,7224
7224,10863
1172,7334
7224,7334
7334,10863
1174,8003
1178,9231
1179,6868
1179,7816
6868,7816
1180,3890
1495,3890
3890,7307
1180,1551
1495,1551
1551,3890
1551,7307
1183,11002
1185,10974
1186,1462
1186,1284
1284,1462
1187,1498
1187,10701
1498,10701
1191,6462
1192,9444
213,1192
213,9444
1193,11004
1194,11330
1197,10956
1198,10874
1199,3854
1201,11033
1201,10296
10296,11033
1202,1552
1202,7706
1552,7706
1203,6932
1205,13430
1206,5036
1208,1459
1459,11481
1210,8000
1211,11295
1218,5576
1219,10855
1220,7116
1221,7406
1222,7818
1224,1344
1224,1510
1344,1510
1226,11797
1228,11265
1418,11265
1229,1389
1389,10993
1231,7998
1232,10938
1234,7867
1150,1234
1150,7867
1236,7348
1237,7788
1238,10919
1239,6989
1241,7211
1244,1339
1244,8617
1339,8617
1245,7305
7305,7875
1246,7327
1247,11586
1249,9737
1251,6913
6385,6913
1251,7364
6385,7364
6913,7364
1252,10920
1253,1274
1257,11032
3469,11032
1257,7569
3469,7569
7569,11032
1259,1768
1768,5103
1260,8023
7534,8023
8023,10242
8023,11578
1261,11288
1262,7373
1264,11796
1267,1405
1267,5658
1405,5658
1268,11507
1271,7707
1272,12302
1272,12959
12302,12959
1272,2109
2109,12302
2109,12959
1277,10973
1285,7897
1287,6702
326,1291
1293,7392
1464,7392
1294,10958
1297,1347
1347,13123
79,1297
79,1347
79,13123
1299,1506
1299,7200
1506,7200
1300,12761
1414,12761
1301,11314
1303,6668
1157,1303
1157,6668
1304,10918
1305,7487
1307,11257
1307,10853
10853,11257
1309,9070
1312,11038
1314,5911
5911,6988
1314,11930
5911,11930
6988,11930
1315,1548
1316,8569
1318,3615
1318,7366
3615,7366
1322,2413
1324,5524
1324,4085
4085,5524
1324,1775
1775,4085
1775,5524
1324,6177
1775,6177
4085,6177
5524,6177
1324,9338
1775,9338
4085,9338
5524,9338
6177,9338
1327,7368
1329,11294
1330,7860
1330,1434
1434,7860
1320,1332
1338,8030
1338,11658
8030,11658
1340,7646
1342,8431
1346,5577
1346,5504
5504,5577
1144,1349
1144,2936
1351,7728
6890,7728
1352,1525
1524,1525
352,1355
1356,5234
1357,5487
1359,7914
1359,7666
7666,7914
1354,1360
1354,7386
1364,7191
7145,7191
1365,10898
1367,1451
1367,8043
1451,8043
1368,10875
1370,7781
295,1372
1361,1373
1374,7593
1375,7819
1376,6763
1378,6864
1379,6979
1381,11271
1382,7907
1382,1516
1516,7907
1383,7262
1384,10960
1170,1384
1170,10960
1385,11024
1386,7403
1390,11834
1391,5642
1393,6719
1394,10962
10845,10962
1398,7111
1399,7283
7283,7491
1400,14153
1400,10869
10869,14153
1402,10856
1404,11292
1408,7363
1408,11003
7363,11003
1343,1410
1343,10952
1411,6882
1412,7584
7584,14148
1413,6919
1300,1414
1296,1416
1417,8846
1228,1418
1419,7568
1421,11258
1195,1422
1195,1449
1424,11245
1425,5590
2296,5590
1426,1436
1428,7748
7748,12995
1430,7590
1433,6752
1435,13881
10794,13881
1437,7662
1438,7782
1200,1446
1422,1449
1450,7425
1450,7309
7309,7425
1453,7451
1455,12594
7633,12594
1457,13418
5357,13418
1458,10978
1461,10897
7069,10897
1461,1537
1537,7069
1537,10897
1463,7873
1293,1464
1468,10932
1472,11712
1475,5863
1476,11007
1477,7722
2584,7722
1478,7131
1483,11723
1486,8076
7484,8076
1487,7689
1335,1488
1489,12360
1490,7083
1493,7469
5500,7469
1494,2088
2088,5767
2088,13747
1180,1495
1180,7307
1502,11046
1503,6706
1505,7060
1505,1544
1544,7060
1388,1508
1509,10963
1511,7471
1514,9244
1515,7492
1517,11300
11238,11300
11300,11322
1519,7204
1269,1520
1522,7244
1523,5632
1352,1524
1526,10934
1527,13733
1528,1542
1528,10909
1542,10909
1529,3967
1536,6948
1538,10976
1539,11299
1541,3408
1543,6707
1547,11272
1549,11015
1163,1550
1560,1994
1566,1641
1094,1566
1094,1641
1569,8772
1041,1571
1573,1721
1574,2302
1574,1648
1648,2302
1577,2040
1578,1581
1578,1607
1581,1607
926,1580
1576,1584
1586,1906
1097,1590
1591,11698
1592,1931
1592,1623
1623,1931
1592,1983
1623,1983
1931,1983
1593,8571
1593,10585
8571,10585
1595,7336
1595,5626
5626,7336
1596,14040
1597,1924
1600,1633
1601,2003
1602,2026
1113,1603
1604,2106
1583,1604
1583,2106
1605,13999
1606,13724
1608,1651
1119,1608
1119,1651
1045,1610
1053,1611
1612,1964
1615,1912
1616,5289
1025,1618
1619,1654
1111,1622
1625,6383
1625,1650
1650,6383
1627,7228
1069,1628
1629,5741
1570,1629
1570,5741
1630,3502
3502,11436
1639,2070
1643,4041
1643,8488
4041,8488
1644,2061
1644,1653
1653,2061
1646,1923
1649,10847
1636,1652
550,1655
1661,3225
1663,2257
1665,9780
1669,3214
1670,2647
1674,1715
1715,2590
1677,5825
1678,1712
1679,6349
1680,3043
3043,9143
1680,9105
3043,9105
9105,9143
1680,9075
3043,9075
9075,9105
9075,9143
1681,10289
1681,3621
3621,10289
1681,1683
1683,3621
1683,10289
1682,1810
1684,2510
2473,2510
2510,2515
2510,6059
1685,2663
1686,8834
1686,1816
1816,8834
1686,9135
1816,9135
8834,9135
1687,6321
1687,1735
1735,6321
1687,12865
1735,12865
6321,12865
1688,9156
1689,1821
1689,9153
1821,9153
1693,1802
1694,9015
1695,2551
1696,9047
1698,4283
4283,4314
1700,3264
1707,2603
1709,1781
1709,13613
1781,13613
1710,5910
1713,2631
2631,12029
1714,2638
1717,2636
1718,5014
1719,2671
1720,11819
7528,11819
1724,2654
1724,4287
2654,4287
1701,1725
1701,10689
1727,5888
1727,8435
5888,8435
1727,2811
2811,5888
2811,8435
1729,10578
1786,10578
8983,10578
10427,10578
1730,1818
1818,12813
1730,6272
1818,6272
6272,12813
1732,1825
1733,8468
8468,9916
1738,4110
1740,13247
1741,10131
1742,1743
1745,8999
1747,1782
1782,13882
1749,2669
2669,9137
1750,13187
13002,13187
1752,2655
1757,6361
1758,9159
1761,10269
1762,11856
1765,1785
1765,10123
1785,10123
1766,2533
1767,9042
1769,9152
1770,9844
1773,2665
1774,10154
1777,8860
1778,2667
1779,4486
1783,8656
1786,8983
8983,10427
1729,1786
1729,8983
1729,10427
1772,1788
1772,9426
1772,13343
1789,2604
1791,4153
1793,2568
1797,9026
9026,10120
1797,9050
9026,9050
9050,10120
1776,1798
1799,12640
1800,11731
1803,8847
8847,9139
1806,9147
6310,9147
1809,2742
1811,4669
4669,13996
1813,14088
1814,14086
1815,2545
1805,1817
1822,9106
1755,1824
1828,8744
8744,12244
1829,1837
212,1829
212,1837
1832,9960
4652,9960
1832,9957
4652,9957
9957,9960
149,1832
149,4652
149,9957
149,9960
5,1833
1835,6905
1839,12048
1841,10815
1853,10815
1841,10796
1853,10796
10796,10815
246,1842
1843,10812
209,1844
1847,10977
1847,2211
2211,10977
1836,1848
1836,8993
1849,7499
7499,10396
1850,11231
1841,1853
33,1854
1856,9553
116,1858
1861,10773
1861,10756
10756,10773
1840,1863
1840,1864
1863,1864
1866,10738
10738,10793
1869,6505
1872,1927
1888,1927
1875,2423
1876,1934
1876,4706
1934,4706
1877,2067
1614,1878
1879,11595
6739,11595
1024,1880
1242,1881
1242,5506
1882,2068
1884,9516
1887,2015
1872,1888
1048,1889
1890,5517
1891,2046
1891,1952
1952,2046
1563,1894
1896,6438
1897,2352
1898,2279
1874,1900
1901,1958
1901,13682
1958,13682
1902,6430
1904,2079
1905,9596
1908,6389
1909,11839
1909,6741
6741,11839
1656,1910
1919,6437
1920,6675
1921,6401
1921,6489
6401,6489
1925,6485
1926,2293
1928,6377
1928,1937
1937,6377
1929,7556
1933,14008
1936,6126
1938,13737
1941,6514
5559,6514
1941,2011
2011,5559
2011,6514
1942,6535
1945,5972
1945,1986
1986,5972
1947,2018
319,1948
1892,1951
1954,2095
1956,2007
1956,2084
2007,2084
1959,6372
1961,2306
1963,1991
1965,6270
1965,2158
2158,6270
1967,1978
1885,1967
1885,1978
1968,3531
1968,11404
3531,11404
1968,11433
3531,11433
11404,11433
1968,11408
3531,11408
11404,11408
11408,11433
1037,1969
1037,4223
1032,1971
1032,12104
1972,3029
1975,13750
1976,2271
1979,7385
1980,7427
1984,2072
1993,2072
1116,1984
1116,1993
1116,2072
1985,2029
1989,6473
1992,2416
1984,1993
527,1996
1960,2000
2005,5493
2010,2285
1939,2010
1939,2285
2014,5485
2023,13095
2024,2274
2274,2299
2027,10389
1051,2030
2031,3354
2032,6949
2033,10949
2034,2294
2035,7477
1270,2035
1270,7477
2041,12019
2041,7953
7953,12019
2043,2292
2044,6775
2048,6931
2049,6381
2050,5761
2019,2051
2019,2080
1064,2052
1946,2055
1108,2056
2057,6500
2058,11764
2058,6742
6742,11764
2060,5970
2065,3622
2071,7132
2073,7521
2073,6780
6780,7521
1061,2075
2076,11640
10989,11640
2077,5490
2051,2080
2081,11124
1089,2085
1120,2086
2087,3592
2089,7057
2090,6720
2096,6459
1624,2097
2042,2101
2042,7585
2102,7006
5566,7006
2105,3792
3792,8062
2108,13588
2111,9468
2112,6236
6236,13841
2114,2213
2116,9313
2118,4121
2253,4121
4121,13671
2119,9292
2119,9260
9260,9292
2121,13233
2122,5845
5845,9509
5845,12724
2124,4126
2125,9285
2127,11987
2127,7479
7479,11987
2130,9248
2131,4302
2131,6963
4302,6963
2134,4387
2136,7686
2138,3913
2138,12772
3913,12772
2139,3735
2140,2174
2140,2153
2153,2174
2141,6840
2141,12886
6840,12886
2142,13042
2143,10470
2145,8445
2284,8445
2146,8916
2149,10733
2149,2825
2825,10733
2155,9536
2157,12357
2159,10580
2160,13880
2160,2161
2161,13880
2144,2160
2144,2161
2144,13880
2164,11992
9413,11992
11992,12266
2164,9999
9413,9999
9999,11992
9999,12266
223,2165
2168,12624
5838,12624
4,2171
2172,9314
2173,9505
2175,10526
2176,13132
2177,3953
2182,3790
3790,9511
2186,12602
2187,9599
2188,6249
2189,9287
2190,9629
2191,9515
2192,4406
4406,9336
2193,13393
2196,9183
2198,11376
2199,10475
2200,12129
12125,12129
2200,3971
3971,12125
3971,12129
1780,2202
2204,9573
2204,9241
9241,9573
2205,13318
13318,13545
2206,4003
2207,9222
2208,8237
8237,10424
2208,10377
8237,10377
10377,10424
2209,13286
2209,13064
13064,13286
2209,9474
9474,13064
9474,13286
2210,13700
2210,13677
13677,13700
2217,9463
2219,9563
2220,10520
2222,12678
2223,9417
9213,9417
9417,9924
2224,12545
2224,13237
12545,13237
2224,3755
3755,12545
3755,13237
2226,12698
2227,10398
2227,2237
2237,10398
2234,13371
2235,12232
2235,9334
9334,12232
2238,3712
3712,11923
2243,8696
1362,2244
1362,7840
2248,9189
10,2248
10,9189
2249,12443
2252,11490
11490,11499
2253,13671
2118,2253
2118,13671
2255,6429
6429,7240
6429,7317
6429,7893
2256,9997
8844,9997
2261,6049
2261,9240
6049,9240
2261,9585
6049,9585
9240,9585
251,2262
2264,10418
1054,2267
2268,2305
1046,2268
1046,2305
2269,10072
2270,7192
5563,7192
2272,5557
2266,2272
2266,5557
2276,2289
2039,2278
2039,2301
2104,2280
862,2282
1645,2283
2145,2284
1995,2287
2290,2757
2757,5464
2291,5696
2295,14160
11338,14160
14160,14172
1425,2296
2297,10895
2298,6470
2024,2299
312,2300
312,6113
2278,2301
1966,2303
1883,2307
1922,2308
2309,13714
2310,7718
2312,2318
2314,2324
2324,2327
2313,2315
1575,2316
2319,2326
1325,2320
1325,6205
2321,2349
284,2322
2314,2327
2332,12402
2337,10179
2338,3247
2338,13656
3247,13656
2335,2338
2335,3247
2335,13656
2340,8973
2341,9940
2344,2501
2501,9793
2345,8634
2347,3458
2347,12528
3458,12528
2317,2350
2351,5409
2325,2351
2325,5409
2354,2387
2387,2407
2355,2441
2357,12283
2358,6641
2359,2404
2361,5215
2402,5215
2363,11117
2364,7036
2365,11473
2374,11473
2372,11081
2365,2374
2375,11114
2179,2377
2381,2408
2381,2672
2408,2672
2385,5312
346,2386
1052,2389
1052,8926
2393,6515
6441,6515
2396,10352
2398,11141
2400,2919
2401,7935
2361,2402
2405,11744
2354,2407
2409,11107
2409,11079
11079,11107
2410,5796
2410,7674
5796,7674
2412,7762
2368,2414
2415,13533
2417,2428
2419,7342
2418,2421
2424,2453
393,2424
393,2453
2427,10744
2430,8199
8168,8199
2432,4398
4398,5939
2432,9459
4398,9459
5939,9459
2394,2434
2435,6391
2438,5475
2439,2449
2443,12071
2397,2443
2397,12071
2444,11487
2445,6792
2446,7560
7560,10005
7560,10323
2447,2455
2455,7921
2447,2922
2455,2922
2922,7921
2063,2451
2422,2452
460,2456
2457,2518
2458,2507
2463,2527
2470,2527
2465,2585
2466,2468
2463,2470
2471,2497
2497,4409
1684,2473
1684,2515
1684,6059
2474,10168
2460,2475
2477,8567
2479,2513
2513,3779
2480,6384
469,2483
2484,11552
2485,13062
2487,3536
3536,10528
2488,11538
2488,8602
8602,11538
2491,2496
2491,2522
2496,2522
389,2492
2493,11149
11149,11183
2493,13634
11149,13634
11183,13634
2495,10183
2495,10719
10183,10719
2498,12934
2500,8576
2462,2505
2462,8462
432,2506
2511,3198
2515,6059
2473,2515
2473,6059
2467,2516
2517,11518
2502,2523
2464,2524
2464,13610
2526,2529
2481,2526
2481,2529
2528,3155
2528,7856
3155,7856
375,2530
2532,13637
9805,13637
2532,13621
9805,13621
13621,13637
2534,8979
2535,2660
2537,13520
2612,13520
2539,13006
2543,6175
2547,6193
2549,10156
10156,10307
2129,2550
2552,13619
2552,9722
9722,13619
2553,2555
2553,4183
2555,4183
2554,11693
10308,11693
2556,8465
6176,8465
6192,8465
2558,9666
2559,9058
2563,7930
1702,2565
2567,8867
1676,2569
1676,2624
1676,3112
2570,9848
2572,10182
2573,9169
2576,7793
1728,2578
2580,8808
2581,9608
2582,8779
1477,2584
2588,9653
2782,9653
1674,2590
2592,12481
1763,2592
1763,12481
2599,13090
2601,3235
2606,9669
2608,8664
2610,12758
2537,2612
2614,9022
2614,9657
9022,9657
1711,2615
2546,2616
2618,9668
2596,2620
2596,10928
2621,9926
1071,2622
2623,2627
2627,9650
2624,3112
2569,2624
2569,3112
2625,10079
2625,2662
2662,10079
2625,2630
2630,2662
2630,10079
2625,2661
2630,2661
2661,2662
2661,10079
2629,10281
2632,2941
2633,10194
2633,10035
10035,10194
2634,9091
2639,9688
2611,2640
2641,8460
2641,9713
8460,9713
2641,10314
8460,10314
9713,10314
2641,10158
8460,10158
9713,10158
10158,10314
468,2642
468,8525
2643,3977
2643,10250
3977,10250
2643,9739
3977,9739
9739,10250
1731,2645
1731,5121
2648,2680
1671,2651
2653,10152
10152,11313
2657,6587
2659,12632
2659,12238
12238,12632
2664,9093
2670,10708
2675,9469
2676,3834
2679,9129
2681,9023
2595,2682
2683,12826
2684,8992
8992,12147
8992,12655
2685,6190
2687,6352
6352,10015
2689,13988
9752,13988
2690,10262
2691,6285
2693,6817
4988,6817
2694,8497
2695,10034
1518,2696
2700,5089
2701,6200
6200,6209
2702,8114
8109,8114
8114,8129
273,2703
2705,12323
2707,3055
3047,3055
2708,7202
2709,2906
2709,3119
2906,3119
2710,2835
2711,12652
2712,3002
2713,8581
2715,2776
2776,3013
2717,12259
2718,2961
2704,2718
2704,2961
2721,3702
2723,6243
2724,2908
2725,5406
2726,11211
2727,3126
2727,3011
3011,3126
323,2728
2729,3058
2730,2881
2745,2881
2731,12534
12534,13670
2732,12042
10489,12042
2735,2996
2736,2737
2736,2877
2737,2877
2738,2849
2739,5439
2744,5468
2730,2745
2746,5415
2746,5432
5415,5432
431,2748
431,11304
2749,5004
2751,2934
2753,3098
2753,12929
3098,12929
2753,12752
3098,12752
12752,12929
2754,10241
2796,10241
5417,10241
2756,3175
2758,3715
3715,4364
2762,8014
1473,2762
1473,8014
2764,8848
8768,8848
8848,11521
2765,8151
2766,5012
2767,3958
2771,13359
2772,2817
2817,13099
2777,2945
2945,3016
2779,2965
2780,6922
2588,2782
2784,11208
2786,5548
2787,10666
1233,2788
2789,8553
4210,8553
2790,5053
2794,5393
2754,2796
2754,5417
2797,10711
2797,14083
10711,14083
2798,3176
2799,6019
2800,10101
2800,3096
3096,10101
2801,2985
2768,2801
2768,2985
1771,2802
2803,3178
2845,3178
2804,6810
2804,4415
4415,6810
2808,3046
3046,5806
3046,5857
2809,2896
2810,3131
2812,2897
2813,3444
3360,3444
2814,3036
2747,2814
2747,3036
2815,2885
2885,3099
2815,11563
2885,11563
