id,brand,title,description,price,priceCurrency
26226675,,Omega Seamaster 300 Master Co-Axial Stainless Steel & 18K Sedna Gold,"210.22.42.20.01.002 OmegaThis watch has 42 mm Stainless Steel & 18K Sedna Gold case. Black ceramic bezel with a Ceragold™ diving scale.Polished black ceramic dial and features laser-engraved waves, skeleton hands, raised indexes are 18K Sedna™ gold and are filled with white Super-LumiNova. Black rubber strap. Automatic movement. Functions: date, hours, minutes, seconds. Water resistance up to 300 m./1000 ft. 210.22.42.20.01.002Omega Stainless Steel& 18K Sedna Gold watch.",6800,USD
30466270,,Alcatel-Lucent Enterprise - 10G-SR SFP+ TRANSCEIVER,Alcatel-Lucent Enterprise 10G-SR SFP+ TRANSCEIVER (SFP-10G-SR),3332.00,NOK
8565641,,Kingston 256GB DataTraveler 100 G3 (USB 3.0),,1.8999E2,PLN
4739985,,Shimano XT BB-MT800 English Bottom Bracket,Key Features Color Black Better Sealing Better Rotation,28.00,USD
74832196,,Hamilton Watch Khaki Navy Pioneer Auto,Hamilton Watch Khaki Navy Pioneer Auto. Todays Hamilton Khaki Navy Pioneer also exists in three 40mm unlimited references powered by an ETA 2895 automatic movement which can be seen through the clear case back. The dial gets a sumptuous classical look through a velvety finish and is protected by an antireflective glass to create a strong and classy timepiece that will stay in the collection as a legacy to the Hamilton marine chronometer.,985.00,GBP
25593960,,"Maxxis High Roller II Tire - 27.5 x 2.4, Tubeless, Folding, Black, 3C Maxx Terra, EXO",,68.00,USD
43066944,,Lexmark C540H1MG Magenta Toner | ITF Supplies,Buy Lexmark C540H1MG Magenta Toner. OEM Code: C540H1MG. Free Shipping Over $75!,113.68,AUD
79907043,Dymo,Dymo Tape D1 12mm Black/White Perm Poly,,1674,EUR
7125489,,"HIK 8CH TURBO HD DVR, DS-7208HUHI-K1","Hikvision 8-Channel Turbo HD DVR, 1080p, 3MP, 5MP, 8MP, BNC Spot out, VGA/HDMI, up to 16ch IP",0.00,
62876682,Canon,Canon PGI-9PB Photo black ink 1034B001,"Fits models: iX7000, MX7600, PRO9500, PRO9500ii, iX 7000, MX 7600, PRO 9500, PRO 9500ii",11.66,GBP
19480396,,Sandisk 64GBExtreme Pro CFast 2.0 Card,"SanDisk Extreme PRO CFast 2.0 CardAt a Glance: • For high-performance cameras and camcorders with CFast 2.0 technology • Extreme data transfer speeds of up to 525MB/s (1) • Extreme write speeds of up to 430MB/s (1)• Video Performance Guarantee 130 (VPG-130) for cinema-quality 4K video (2)The SanDisk Extreme PRO CFast 2.0 memory card delivers the high performance that the broadcast, cinema, and photography industries demand today. The card combines the speed, capacity and performance needed to record cinema-quality 4K video (3). It delivers extreme recording and shot speeds of up to 430MB/s and data transfer speeds of up to 525MB/s (1) for extreme workflow efficiency. With a Video Performance Guarantee of 130MB/s (VPG-130) (2) and 64GB (4) of storage capacity, this is a great memory card for the new generation of professional cameras and camcorders. The SanDisk Extreme PRO CFast 2.0 memory card was designed in collaboration with leading edge camera manufacturers to assure an exceptional user experience from the first shot. SanDisk® products are constructed to the highest standards and rigorously tested. You can be confident in the outstanding quality, performance and reliability of every SanDisk product.1) 128GB-512GB: Up to 525MB/s read speed; Up to 450MB/s write speed. 64GB: Up to 525MB/s read speed; up to 430MB/s write speed. Based on internal testing; performance may be lower depending upon host device. 1MB = 1,000,000 bytes. (2) Video Performance Guarantee enabled to support cinema-quality 4K video recording at 130MB/s minimum sustained write speed. (3) 4K video (4096x2160p) support may vary based upon host device, file attributes and other factors. (4) 1GB = 1,000,000,000 bytes. Actual user storage less. (5) 30-year warranty in Germany, Canada, and regions not recognizing lifetime warranty. (6) Registration required; terms and conditions apply. Western Digital Technologies, Inc. is the seller of record and licensee in the Americas of SanDisk® products.",119.99,GBP
67603870,,Citizen Eco Drive Chandler EW2524-55N,"Classic lines with a chic design, this CITIZEN® Chandler timepiece will fit your style from day to night, making it the perfect watch. Shown here in a two-tone stainless steel case and bracelet with a light blue Mother-of-Pearl dial. Featuring our Eco-Drive technology – powered by light, any light. Never needs a battery.Mineral CrystalCalibre : E013Case Size : 30mmClasp Type : Fold Over Clasp with Push ButtonWater Resistant 50m",2.45E2,CAD
1123391,,3M - PRIVACY FILTER APPLE MACBOOK PFNAP007 FILTER MACBOOK PRO 13 ACCS,3M PRIVACY FILTER APPLE MACBOOK PFNAP007 FILTER MACBOOK PRO 13 ACCS (7100115681) - Type: Skjermbeskyttelse,,
63629379,,Genuine Brother LC225XLM Ink Cartridge – Magenta,"The Brother LC225XLM Magenta High Yield Ink Cartridge – Single Pack. Prints 1,200 pages.",20.39,GBP
40180230,,"Hikvision DVR Turbo HD, 1920x1080P, Ref: DS-7216HUHI-K2","Hikvision DVR Turbo HD, 1920x1080P, Ref: DS-7216HUHI-K2",323.094714,EUR
33078127,,ADATA XPG SX8200 Pro PCIe M.2 2280 256GB SSD,"M.2 2280 PCIe Gen3x4, 256GB capacity, Internal Solid State Drive, Read/write up to 3500/1200MB/s, Maximum 4K random read / write IOPS : up to 220K / 290K, 2nd Generation 64-layer 3D NAND Flash 5 year warranty",129,NZD
57971400,,APC SMX3000HV SMART X 3000VA R2T 4U LCD 230V,,9027.59,PLN
99055,Sony,Sony Sony SEL 35mm f/2.8 FE Full Frame,Sony SEL 35mm f/2.8 FE Full Frame,749.00,EUR
32904204,,"3M - Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen","3M Privacy filter framed lightweight 18, 1\""\""-20\""\"" widescreen (7000059517) - Typ: Skärmskydd",1686.00,SEK
8169954,D'Addario,"D'Addario - NYXL Nickel Wound, 11-52 Medium Top/Heavy Bottom",- NYXL Nickel Wound11-52 Medium Top/Heavy BottomNYXL1152,17.00,CAD
95289358,,Tag Heuer Aquaracer Quartz Alarm on bracelet.,,1450,GBP
28447648,,ASUS GeForce GTX 1660 SUPER TUF Gaming OC 6GB GDDR6,,1099,PLN
656439,,BBT-22 Bottom Bracket Tool,"The BBT-22 is a shop-quality tool for installing and removing Shimano and ISIS Drive splined 20-tooth bottom bracket cups. Made from investment-cast steel, the BBT-22 ensures maximum engagement...",19.99,USD
67487580,Razer,Razer Viper Ambidextrous Wired Mouse,"The Razer Viper includes a high-precision, 16K DPI optical sensor for a no-compromise package befitting the most serious gamers without the need for drilling holes in the chassis like competitor mice New Razer optical mouse switches uses light beam-based actuation, registering button presses at the speed of light for complete immersion and absolute control Ambidextrous Design: Created for left and right-handed users with accessible, programmable buttons on both sides Customizable Chroma RGB Color Profiles: Includes 16.8 million color combinations w/ included preset profiles 8 Programmable Buttons: Allows for reconfiguration and assignment of complex macro functions through Razer Synapse 3 Drag-Free Cord for Wireless-Like Performance: Razer Speedflex cables eliminate the need for mouse bungees, drastically reducing weight and drag for absolute control",5499.00,INR
52702047,Corsair,Corsair LL140 RGB Hydraulic Bearing 140mm Case Fan with Lighting Node Pro - Twin Pack,"LL140 RGB Hydraulic Bearing 140mm Case Fan with Lighting Node Pro - Twin Pack. Made for those seeking excellent airflow, quiet operation, and powerful lighting, the CORSAIR LL140 RGB fan puts your PC back in the loop. The CORSAIR LL140 RGB LED PWM fan boasts 16 independent RGB LEDs across two separate light loops to create vibrant lighting and visual effects.",127.99,USD
43405231,,Western Digital WD Red Mobile 1 To,"Disque dur 2.5"" - IntelliPower - 16 Mo - SATA III - Bulk",89.99,EUR
49788131,,Epson 18XL Yellow Ink Cartridge,"Epson Claria Home Ink - designed for everyday printing Epson Claria Home Ink is a versatile, four-colour ink cartridge set that delivers crisp, clear text documents and glossy, lab-quality photos.",24.840,EUR
41207457,OKI,"Original Toner OKI 44973533 (z.B. C301), ca. 1.500 S., gelb",,78.89,EUR
23598269,,HyperX Predator XMP 16GB [2x8GB 3333MHz DDR4 CL16 DIMM],,379,PLN
45955817,Apple,Apple Lightning Digital AV Adaptor,"Use the Lightning Digital AV Adapter with your iPhone, iPad or iPod with Lightning connector. The Lightning Digital AV Adapter supports mirroring of what is displayed on your device screen to your HDMI-equipped TV, display, projector or other compatible d",75.00,AUD
35057148,,"Evans 22"" EMAD Resonant Bass Drum","This black resonant kick drum head will not only look good, but give your kick some more dampening power around the 4 inch, pre-cut hole. &nbsp;The hole is great for microphones, and for moving more air giving your kick a better feel.",76.50,CAD
56666942,,LaCie 2TB Rugged Thunderbolt & USB-C Portable Drive (STFS2000800),"Legendary Rugged toughness meets USB-C compatibility and blazing-fast Thunderbolt speeds of up to 130Mbps with the LaCie 2TB Rugged Thunderbolt & USB-C Portable Drive.Massive 2TB for large project storageThunderbolt speeds of up to 130MbpsUSB-C for universal connectivityBus powered for complete mobilityIP54 rated shock, dust and waterproofFeaturing a tethered cable and IP54 rated resistance to the elements, the LaCie 2TB Rugged Thunderbolt & USB-C Portable Drive means you don’t have to compromise between durability, mobility and speed.",285,AUD
75035049,Maxxis,"Maxxis Maxxis Aggressor Tire: 29 x 2.30\"", Folding, 60tpi, Dual Compound, EXO, Tubeless Ready, Black",,66.00,USD
50330837,,BenQ GW2480 23.8in Full HD IPS LED Narrow Bezel Monitor,"BenQ GW2480 23.8\"" Full HD IPS LED Narrow Bezel Monitor - 1920 x 1080 - Contrast: 1000:1 - Brightness: 250 cd/m2 - Response Time: 5ms - 1x VGA, 1x HDMI, 1x DP, 1x 3.5mm Audio Jack - 2x 2W Intergrated Speakers - Tilt Adjustable - VESA Compatible - GW2480 - 3 Years Limited Warranty",229.00,AUD
98629806,TP-Link Technologies CO. LTD.,TP-LINK T1500G-10MPS POE+,JetStream-8-Port-Gigabit-Smart-PoE+-Switch mit 2 SFP-Slots8× Gigabit PoE+ Ports2× Gigabit SFP Slots116 W PoE Power,,
32658304,,TP-Link 300Mbps Wireless N Ceiling Mount Access Point with Passive PoE (EAP115),Manage hundreds of EAPs with the easy and seamless design of the TP-Link Wireless N Ceiling Mount Access Point with Passive PoE.Free Auranet Controller Software enables administrators to easily manage hundreds of EAPsThe user-friendly Cluster Mode allows manage up to 24 (EAP115) without requiring any extra hardware or softwareSupports Power over Ethernet (802.3af) for convenient and affordable installationSimple mounting design for easy attachment to a wall or ceilingCaptive portal provides one convenient method of authentication for Wi-Fi guestsEnterprise class Wi-Fi security help to decrease network security threatsMulti-SSID divides multiple wireless networks for different user types,75,AUD
24284489,,Jabra Biz 2300 USB UC Duo Headset 2399-829-109,"Stereo headset for contact centres, USB cable for use with UC (Unified Communications) softphones, Supports all leading UC applications and softphones including Windows and Mac...",103.80,GBP
18584546,,HIKVISION DS-7204HQHI-K1 (Turbo HD 4.0) 1080P/4MP Lite,Support H.265 Pro+/H.265 Pro/H.265 video compression Support HDTVI/AHD/CVI/CVBS/IP video input Audio via coaxial cable Max. 6/12/24 IP cameras input (up to 6 MP) Max. 800 m for 1080p and 1200 m for 720p HDTVI signal transmission Up to 10 TB capacity per HDD,265.00,AED
44990205,,"64 GB MicroSDXC Card SanDisk Extreme Pro (SDSQXCY-064G-GN6MA, 170 MB/s, Class 10, UHS-I U3, V30, A2)",,1.1970000000008E4,HUF
31696332,,Kappe New Era NY Yankees 39Thirty Cap,,2.59E1,EUR
34821146,,ASUS AM4 TUF Gaming X570-Plus ATX Motherboard,"TUF Gaming X570-Plus distills the essential elements of the latest AMD platform and combines them with game-ready features and proven durability. Engineered with military-grade components, upgraded power solutions and a comprehensive set of cooling options, these motherboards deliver rock-solid performance with unwavering gaming stability.When you build with a TUF Gaming motherboard, you also benefit from the TUF Gaming Alliance — an ASUS collaboration with industry partners that ensures easier building and complementary aesthetics from components to case.",1.6999E2,USD
18599997,,3M - PF230W9F Framed Privacy Filter for 23.0in Widescreen Monitor,3M PF230W9F Framed Privacy Filter for 23.0in Widescreen Monitor (PF230W9F) - Tyyppi: Muut tarvikkeet,203.68,EUR
27955536,APC,"APC Smart-UPS - (offline) ups 5000 W Modulo rack - 19 \""","Smart-UPS - (offline) ups 5000 W Modulo rack - 19 \""",4303.90,EUR
73737124,,"Brother TN-241M (Yield: 1,400 Pages) Magenta Toner Cartridge","Original Brother toner is formulated to meet high quality resolution, grey scale and block colour, in line with Brother's high design specification. With Brother laser products the toner and drum work independently - this is cheaper to run than those where the two units are combined. If one runs out, you don't have to replace both items simultaneously, substantially reducing waste, saving precious resources and your cash. But don't be tempted to cut corners by using cheap consumables, as this can mean poor results, and in extreme cases could invalidate the manufacturer's warranty. The manufacturer's original consumables will always be the best choice, as they have been designed to deliver the best performance from our machines.",5.594E1,GBP
96052167,,Epson WP4000/4500 Toner Cartridge - Magenta,Epson WP4000/4500 Toner Cartridge - Magenta,21.24,GBP
79616204,Seagate,"Seagate IronWolf 10TB NAS 3.5\"" SATA HDD/Hard Drive","10TB Seagate IronWolf ST10000VN0008 NAS Hard Drive, 3.5\"" HDD, SATA III 6Gb/s, 7200rpm, 256MB Cache",263.99,GBP
45136761,,Western Digital My Passport 1TB čierny (WDBYNN0010BBK-WESN),Western Digital My Passport 1TB čierny (WDBYNN0010BBK-WESN),59.70,CZK
46322463,,LaCie Mobile Drive 5TB USB-C,,669,PLN
63989540,EPSON,Epson Cartouche T7033 Magenta - Big Ben,Epson Cartouche T7033 Magenta - Big Ben,27.99,EUR
85611288,,StarTech USB3.0 to Ethernet Adapter,StarTech USB3.0 to Ethernet Adapter,5.603E1,NZD
43398329,,CANON IPF600 MATTE BLACK INK,CANON IPF600 MATTE BLACK INK,55.59,GBP
61993023,Park Tool,"Park Tool Park Tool, CT-5, Portable chain Tool",,16.95,USD
62446651,,2TB LaCie Rugged USB-C Hard Drive,• 2TB Storage Capacity• Thunderbolt | USB 3.1 Gen 1 Type-C• AES 256-Bit Encryption• Bus Powered,179.00,USD
101843,,SanDisk Extreme 32GB microSD A1 U3 V30 UHS-I,"* We guarantee that it is a SanDisk Original Card, beware of pirated copies that exist in the market!With write speeds of up to 60MB/s, this card supports 4K 60 fps video recording at 100 Mbps for up to 40 minutes.Capture more fast action and record more Full HD or 4K UHD video with your DJI camera drones and Osmo Series. The SanDisk Extreme microSD UHS-I Cards are built tough for extreme durability under challenging environmental conditions. Extreme speeds let you capture every detail of adventure and take the wait out of transferring your videos between devices. Storage capacities from 32GB to 400GB expand your device's memory and let you record 4K UHD video.HighlightsCompatible with DJI camera drones and Osmo series.Built for extreme conditions temperature proof, water proof, shock proof, and x-ray proof.Delivers 4K Ultra HD and Full HD video recording and playback.Meets the new UHS Speed Class 3 (U3) and UHS Video Speed Class 30 (V30) for 4K UHD.Transfer faster with read speeds up to 100MB/s and write speed up to 60MB/s.Backed by a lifetime limited warranty.",11.56,EUR
84097622,SanDisk,SanDisk memory card SDXC 256GB Extreme Pro V30 U3,"Shoot without limitsOur most powerful and highest capacity SD™ UHS-I memory card delivers maximum speed for performance, reliability, and uncompromising image and 4K UHD video1 quality from your DSLR, advanced digital or HD video camera. Transfer speeds up to 95 MB/s* move your data fast for efficient post-production workflow.Speedsof up to 95MB/s read and 90MB/s writeFor maximum efficiency, SanDisk Extreme PRO SDHC and SDXC UHS-I Cards deliver extremely fast transfer speeds of up to 95MB/s for post-production workflow. Write speeds of up to 90MB/s handle rapid shots, sequential burst mode, and RAW plus JPEG capture with ease.Designed for professionalsProfessional cameras and high-resolution camcorders deserve the power, performance, capacity and reliability of SanDisk's latest innovations. This is why professional photographers and videographers trust SanDisk memory cards.4K UHD readyWith UHS Video Speed Class 30 (V30) and UHS Speed Class 3 (U3) ratings, the SanDisk Extreme PRO SDHC and SDXC UHS-I Cards let you capture uninterrupted 4K UHD and Full HD video. This makes it ideal for professionals recording extreme sports and other fast-action activities without dropping frames.Easy file recovery with RescuePRO Deluxe softwareThe card comes with a RescuePRO Deluxe data recovery software download offer. This software makes it easy to recover files that have been accidentally deleted (download required).Designed to withstand extreme environmentsSanDisk Extreme PRO SDHC and SDXC UHS-I Cards are shockproof, temperature-proof, waterproof and x-ray-proof, so you can enjoy your adventures without worrying about the durability of your memory card.",109.00,EUR
54623762,,Canon EF 28mm f/2.8 IS USM,,499.00,EUR
72613639,,Epson Elephant 24XL (non-Tagged) High Capacity (Yield 500 Pages) Ink Cartridge (Black),Epson Elephant 24XL (non-Tagged) High Capacity (Yield 500 Pages) Ink Cartridge (Black) for Epson Expression Photo: XP-750 / XP-850,1.416E1,GBP
19263475,,Power Bank TP-LINK TL-PB20000,,120.90,PLN
11863503,,GIGABYTE Z490 AORUS PRO AX MOTHERBOARD,Key FeaturesIntel Socket 1200Intel Z490 Chipset4x DDR4 Slots - up to 128GB6x SATA 3Gb/s | 2x M.2 Slot1 x HDMI PortATX Form Factor,7999.00,ZAR
25420328,,"MTB Plášť MAXXIS HIGH ROLLER II 27,5x2,40 3C Maxx Terra EXO TR kevlar",,45.90,EUR
17577619,,"Canon 054 Toner Cartridge, Cyan",An improved toner cartridge tailored to the demanding requirements of small and medium businesses,560.0,DKK
88248389,,"DVR 32 canale canale video max. 8MP, Turbo HD 4.0, Hikvision DS-7332HUHI-K4","DVR 32 canale canale video max. 8MP, Turbo HD 4.0, Hikvision DS-7332HUHI-K4DVR cu 32 canale video Hikvision DS-7332HUHI-K4, inregistrare 32 camere de supraveghere video Turbo HD cu rezolutie maxim 8MP si 8fps, stocarea se poate face pe maxim 4 hard disk-uri de 10TB fiecare (nu sunt incluse).DVR-ul Hikvision DS-7332HUHI-K4 functioneaza in regim hibrid: inregistreaza simultan camere de supraveghere video analogice, camere de supraveghere video TurboHD dar si pana la 16 camere de supraveghere video IP.Camerele de supraveghere video pot fi conectate la inregistratorul video DVR pe o distanta de pana la 800 m pentru 1080p si 1200 m pentru 720p semnal HDTVI.Rezolutie monitor 4K prin iesirea HDMI.Vizualizare Live direct de pe telefonul mobil cu ajutorul aplicatiei iVMS-4500. Este o aplicatie mobila pentru smartphone-uri care ruleaza pe sisteme de operare Windows Phone, Android sau iOS fiind disponibila gratuit pe AppStore. Aceasta poate fi utilizata pentru monitorizarea live, redarea si descarcarea inregistrarilor de la DVR-uri, NVR-uri şi camere IP prin intermediul retelelor Wi-Fi, 2G sau 3G.Specificatii tehnice DVR Hikvision DS-7332HUHI-K4:Video/Audio InputAudio Input: 4-chVideo Compression: H.265 Pro+/H.265 Pro/H.265/H.264+/H.264Analog and HD-TVI video input: 32-ch,BNC interface (1.0Vp-p, 75 Ω)connectionSupported camera types: Support HDTVI input: 8 MP, 5 MP, 4 MP, 3 MP, 1080p25, 1080p30, 720p25, 720p30, 720p50, 720p60Support AHD input: 5 MP, 4 MP, 1080p25, 1080p30, 720p25, 720p30Support CVI input: 4 MP, 1080p25, 1080p30, 720p25, 720p30Support CVBS inputAudio Compression: G.711uAudio Input Interface: 4-ch, RCA (2.0 Vp-p, 1 KΩ)Two-way Audio: 1-ch, RCA (2.0 Vp-p, 1 KΩ) (using audio input)Video/Audio OutputCVBS Output: 1-ch,BNC(1.0Vp-p,75Ω),resolution:PAL:704x576,NTSC:704x480HDMI2 Output: 1-ch,4K(3840 × 2160)/30Hz,2K(2560 × 1440)/60Hz,1920×1080/60Hz,1280 × 1024/60Hz,1280 × 720/60Hz, 1024 × 768/60HzHDMI/VGA Output: 1920 × 1080 / 60 Hz,1280 × 1024 / 60 Hz, 1280 × 720 / 60 Hz, 1024 × 768 / 60 HzFrame Rate: Main stream:8 MP@8fps/5 MP@12fps; 4 MP@15fps; 3 MP@18fps;1080p/720p/WD1/4CIF/VGA/CIF@25fps (P)/30fps (N)Sub-stream:WD1/4CIF/CIF@25fps (P)/30fps (N) Video Bit Rate: 32 Kbps-6 MbpsStream Type: Video/Video&AudioTwo-way Audio: 1-ch, RCA (2.0 Vp-p, 1 kΩ) (using the audio input)Audio Output: 1-ch RCA(Linear, 1kΩ)Dual Stream: SupportSynchronous Playback: 16-chNetwork managementRemote connections: 128Network protocols: TCP/IP, PPPoE, DHCP, Hik-connect Cloud P2P,DNS, DDNS, NTP, SADP, NFS, iSCSI, UPnP?, HTTPS,ONVIFHard Disk DriverInterface Type: 4 SATA InterfacesCapacity: Up to 10 TB capacity for each diskExternal InterfaceNetwork Interface: 2; 10M / 100M / 1000M self-adaptive Ethernet interfacesSerial Interface: 1 RS-232 serial interface1 RS-485 serial interface, full-duplex,1 RS-485 keyboard interfaceAlarm Input: 16-chAlarm Output: 4-chGeneralPower Supply: 100 to 240 VACConsumption: ≤ 74W(without hard disks)Working Temperature: -10 oC to +55 oC (+14 oF to +131 oF)Working Humidity: 10% to 90%Dimensions: 440 × 390 × 70 mm (17.3 × 15.4 × 2.8 inch)Weight: ≤ 7 kg (15.4 lb)",3923,LEI
33012369,,SANDISK MicroSDXC Extreme Pro 64GB 170MB/s A2 C10 V30 U3,64GB MicroSD Kort,479.20,DKK
16542933,,Canon PFI-207BK 300ml Black,The Canon PFI-207BK 300ml Black (8789B001AA) is an Ink cartridge manufactured by Canon and is 300ml.,,
62798167,ASUS,ASUS TUF GAMING X570-PLUS (Wi-Fi) (AM4) (D) (90MB1170-M0EAY0),,81730,
80922548,,LaCie 2TB HDD External Mobile Drive - Moon Silver,"Sleek Design with Lavish SpaceLaCie's Mobile Hard Drive delivers the space you need for photos, playlists, docs, and more. It Mac, Windows, USB-C, and USB 3.0 compatibility for easy, flexible access. One-click or automatic backup makes file storage smooth, and LaCie's 30th-anniversary diamond-cut design has an edge like no other.More Capacity for More MemoriesWhen it comes to our digital lives, not much tops the affection we have for photos and videos. And these memories add fast. LaCie Mobile Drive offers 2TB of massive on-the-go space for everything worth storing and backing up. Even music, movies, and personal documents. There to help you is LaCie Toolkit—easy-to-use software for one-click backups, scheduled automatic backups, and even folder mirroring across multiple devices.An Ultra Compatible, Ultra Portable Hard DriveYou can use this LaCie Mobile Drive with both Mac and Windows out of the box, no need to reformat. It also comes with a reversible USB-C cable for ultra-fast transfers with USB 3.1 Gen2 or Thunderbolt 3 computers as well as a USB 3.0 to USB-C cable for legacy laptops.Back Up and Stand OutFor over 30 years we’ve believed and proven that external hard drives can be more than tools, they can be exquisite solutions. Celebrating this expertise and commitment is an exclusive diamond-cut anniversary design.",99.99,GBP
32343306,EPSON,"WF-C5xxx Series Ink Cartridge XL Yellow, Encre","WF-C5xxx Series Ink Cartridge XL Yellow, Encre",59.90,EUR
43876521,FUJIFILM,Fujifilm Instax Mini Film (Monochrome 10's),"For FUJIFILM INSTAX Mini CamerasCredit Card-Sized PrintsISO 800/30°Daylight-Balanced FilmFrame design:WhiteFilm size: 54(W) x 86(H) mmPictureSize: 46(W) x 62(H) mmNumber of prints: 10 per packINSTAX FILMWe offer various designs for instax Square,Mini and Wide film. In addition,original films such as character-based frame design are also available in some countries.“instax mini” film is for all instax mini cameras and comes in a handy cartridge. It offers stunning instant pictures that you can fit into a purse, wallet or mini photo frame. instax film ensures sharp, clear reproduction, vivid color and natural skin tones.Frame design : Monochrome Film size : 54(W) x 86(H) mm Picture size : 46(W) x 62(H) mm Number of prints : 10 per packFUJIFILM Mini Specs :Film FormatINSTAX MiniFilm TypeColorFilm SpeedISO 800Image Area1.81 x 2.44",39.0,MYR
8629192,,ASUS TUF B450M-PLUS GAMING,"AM4, AMD B450, 4xDDR4, Max:2666MHz, Max:64GB, VGA, 1xPCIE16 3.0, 1xPCIE1, 4xSATA3, 2xUSB, 3xUSB3.1, 1xUSB3.1C, DVI, HDMI, 7.1, Gigabit, PS2:1 db, Micro-ATX, 1xM.2",40690,HUF
9342955,,Epson C13T70344010 T7034 Yellow Ink 10ml,"Who wants to spend time thinking about their printer? It should just work. We've developed our inks and printers to work in harmony, so that they'll do just that and give you consistent and reliable results without any fuss. That's because we invest in extensive research, high-tech manufacturing facilities and put our products through rigorous tests.But naturally, we can't say the same for inks that we've not created. There's no assurance from Epson that so-called compatible inks or remanufactured cartridges will deliver.Are you willing to put yourself at risk of unreliable yields and poor prints? Or worse, the cartridges failing to work or the printer breaking? Secure yourself against potential printing pitfalls by using genuine Epson ink. • Reference: T70344010• Inkjet cartridge for Epson printers.• Suitable for: Workforce Pro WP-4015DN/WP-4020/WP-4025DW/WP-4515DN/WP-4525DNF/WP-4530/WP-4535DWF/WP-4540/WP-4545DTWF.• Colour: Yellow.Type: Inkjet Cartridges, Brand: Epson, Colour: Yellow, Yield: Up to 800 pages, Ink Volume: 9.6ml, For use in: Epson Workforce Pro WP-4015DN, Epson Workforce Pro WP-4025DW, Epson Workforce Pro WP-4095DN, Epson Workforce Pro WP-4515DN, Epson Workforce Pro WP-4525DNF, Epson Workforce Pro WP-4535DWF, Epson Workforce Pro WP-4545DTFW, Epson Workforce Pro WP-4595DNF Barcode: 8715946499345Spicers code: 516453VOW code: EP49008",,
